date,open,max,min,close,vol
7/25/2007,3.7836,3.9494,3.5122,3.9494,6844967
7/26/2007,3.8891,3.9344,3.6932,3.7233,5014007
7/27/2007,3.7084,3.7233,3.6631,3.6781,3439930
7/30/2007,3.6705,3.6781,3.5575,3.6103,3842411
7/31/2007,3.6179,3.7084,3.6179,3.6932,4436952
8/1/2007,3.6179,3.7309,3.5725,3.7309,2432148
8/2/2007,3.746,3.8213,3.6255,3.6932,2175463
8/3/2007,3.7006,3.7536,3.6554,3.6932,1728943
8/6/2007,3.6554,3.7384,3.5952,3.7084,1564418
8/7/2007,3.7233,3.7987,3.7084,3.746,2478513
8/8/2007,3.7911,3.7987,3.7536,3.7536,1745010
8/9/2007,3.7686,3.776,3.5803,3.6554,3362228
8/10/2007,3.55,3.7084,3.4671,3.4974,4960136
8/13/2007,3.55,3.6103,3.5122,3.5725,3073414
8/14/2007,3.5575,3.6179,3.5273,3.6103,2718033
8/16/2007,3.5651,3.6328,3.3616,3.3993,6758771
8/17/2007,3.4068,3.5725,3.3842,3.4821,4013542
8/20/2007,3.5424,3.6103,3.5349,3.5651,1753561
8/21/2007,3.5424,3.5651,3.3767,3.4068,5418666
8/22/2007,3.4522,3.6405,3.4293,3.6179,4539964
8/23/2007,3.6932,3.761,3.6932,3.761,5981284
8/24/2007,3.7309,3.8439,3.7309,3.8137,2099068
8/27/2007,3.8213,3.8591,3.7233,3.7233,1346475
8/28/2007,3.7233,3.7686,3.7084,3.7309,3275591
8/29/2007,3.6477,3.8591,3.6405,3.7686,7646096
8/30/2007,3.8063,3.8515,3.7233,3.8515,8122375
8/31/2007,3.8439,4.0172,3.8364,3.9344,8002551
9/3/2007,3.9494,4.055,3.9268,3.9946,4387104
9/4/2007,3.9796,4.0625,3.9494,4.0625,2205098
9/5/2007,4.0625,4.1227,3.9946,4.0474,3178134
9/6/2007,4.0248,4.1154,4.0248,4.0775,6724066
9/7/2007,4.0775,4.1154,4.0096,4.1077,5987076
9/10/2007,4.0023,4.055,3.9646,4.0023,2185048
9/11/2007,3.9872,4.0323,3.8665,3.8665,2808767
9/12/2007,3.8891,4.0323,3.8891,4.0323,2206411
9/13/2007,4.0248,4.1304,3.9721,4.0474,3689155
9/14/2007,4.0625,4.0625,3.9646,3.9646,1675074
9/17/2007,3.9646,4.0323,3.9494,3.9946,2297103
9/18/2007,3.9946,4.0023,3.942,3.9494,2945562
9/19/2007,4.1002,4.1227,4.0023,4.0853,4906278
9/20/2007,4.1304,4.1304,4.0096,4.0323,2673790
9/21/2007,4.0323,4.0701,3.9571,4.0023,8631748
9/24/2007,4.0023,4.0096,3.9494,3.9721,3164024
9/25/2007,3.9268,3.9946,3.9193,3.9721,1423904
9/26/2007,3.9796,3.9872,3.776,3.8439,5331874
9/27/2007,3.8891,3.942,3.8743,3.8743,7942099
9/28/2007,3.8439,3.9117,3.7911,3.7911,3242985
10/1/2007,3.8063,3.9117,3.8063,3.9117,1619511
10/2/2007,3.942,4.04,3.9193,3.9946,1925572
10/3/2007,3.9946,4.0323,3.8591,3.8816,3596997
10/4/2007,3.9193,4.0248,3.8591,3.9946,2921227
10/5/2007,4.0023,4.0625,3.9571,3.9946,2832350
10/8/2007,4.0248,4.055,4.0023,4.0474,1695640
10/9/2007,4.0323,4.2209,3.9721,4.1605,7628690
10/10/2007,4.2057,4.2057,4.0927,4.1077,2184694
10/11/2007,4.1756,4.2586,4.1453,4.2358,4045873
10/12/2007,4.1905,4.379,4.1681,4.3565,5539767
10/15/2007,4.3715,4.4695,4.3715,4.447,3542122
10/16/2007,4.4016,4.4845,4.2735,4.3867,5454227
10/17/2007,4.3867,4.4995,4.3715,4.4995,3443731
10/18/2007,4.5148,4.5148,4.2735,4.2735,4804116
10/19/2007,4.3189,4.447,4.2811,4.3941,3292487
10/22/2007,4.2884,4.447,4.2735,4.4092,2241167
10/23/2007,4.447,4.5976,4.4319,4.5976,6388739
10/24/2007,4.5976,4.5976,4.4771,4.5222,1576164
10/25/2007,4.5298,4.5902,4.4845,4.5072,3471190
10/26/2007,4.5148,4.5222,4.3339,4.379,3373326
10/29/2007,4.447,4.4771,4.4092,4.4621,3527319
10/30/2007,4.4621,4.4621,4.379,4.4016,3492718
10/31/2007,4.379,4.4771,4.2586,4.266,3309138
11/2/2007,4.2811,4.349,4.2433,4.2963,4020151
11/5/2007,4.266,4.3262,4.2358,4.2963,2766007
11/6/2007,4.3111,4.3339,4.2358,4.266,3033074
11/7/2007,4.2963,4.3638,4.2884,4.3414,8158958
11/8/2007,4.2586,4.5222,4.251,4.5222,4095763
11/9/2007,4.5148,4.5222,4.3111,4.4771,6292821
11/12/2007,4.4394,4.5148,4.349,4.349,2611112
11/13/2007,4.3565,4.4394,4.3189,4.3189,5040984
11/14/2007,4.3565,4.3715,4.0927,4.1756,7398964
11/15/2007,4.1681,4.1756,4.0023,4.1227,3764124
11/16/2007,4.1077,4.1379,3.9571,4.0172,3470123
11/19/2007,4.04,4.1077,3.8816,3.8816,1819118
11/20/2007,3.9646,4.0023,3.9117,3.9721,3162580
11/21/2007,3.9494,3.9571,3.8515,3.9117,8950080
11/22/2007,3.8967,4.055,3.8515,3.9571,4751495
11/23/2007,3.9571,4.0474,3.9193,3.9721,3065512
11/26/2007,4.0023,4.055,3.942,4.0172,8186924
11/27/2007,4.0023,4.0323,3.8891,4.0248,3180809
11/28/2007,4.0172,4.1905,3.9946,4.1077,4936344
11/29/2007,4.1605,4.1831,4.0023,4.0323,7614848
11/30/2007,4.0323,4.0927,4.0096,4.0701,2316156
12/3/2007,4.1077,4.1453,4.0474,4.0927,2995691
12/4/2007,4.1077,4.1605,4.0701,4.1605,3463705
12/5/2007,4.1681,4.3339,4.1077,4.2963,6961359
12/6/2007,4.2963,4.3867,4.2811,4.3111,12451908
12/7/2007,4.3339,4.3339,4.0775,4.0775,6914871
12/10/2007,4.1077,4.3038,4.1077,4.2209,7122404
12/11/2007,4.2285,4.2586,4.1453,4.2134,6766141
12/12/2007,4.1453,4.2433,4.1077,4.2358,9909455
12/13/2007,4.2209,4.2285,4.1154,4.2134,4774210
12/14/2007,4.2134,4.2209,4.1453,4.1756,2160035
12/17/2007,4.1304,4.1304,3.8816,3.8816,8405438
12/18/2007,3.9193,3.9571,3.8063,3.8439,7631635
12/19/2007,3.8816,3.8816,3.7686,3.8137,6098567
12/20/2007,3.7836,3.9117,3.7836,3.8137,2979479
12/21/2007,3.8891,3.9494,3.8137,3.9494,11895471
12/27/2007,3.9571,4.0323,3.8439,3.8515,2662211
12/28/2007,3.7686,3.9117,3.7084,3.8439,11932153
1/2/2008,3.8439,3.9571,3.8213,3.8289,3306443
1/3/2008,3.8591,3.9646,3.8289,3.9193,5449690
1/4/2008,3.9193,4.0701,3.9193,3.9946,6383041
1/7/2008,3.9571,4.1304,3.9571,4.04,4282041
1/8/2008,4.0927,4.1453,4.0172,4.1227,3000025
1/9/2008,4.1002,4.1981,4.0172,4.0701,7861939
1/10/2008,4.0023,4.1379,3.9117,3.9193,4951613
1/11/2008,3.9193,3.9494,3.8137,3.8816,7634541
1/14/2008,3.8439,3.9571,3.8063,3.9571,4213319
1/15/2008,3.9117,3.9193,3.7836,3.7836,4148375
1/16/2008,3.7309,3.7536,3.5424,3.5651,8960883
1/17/2008,3.6477,3.7159,3.4671,3.5803,6645427
1/18/2008,3.55,3.6781,3.5047,3.5877,17830670
1/21/2008,3.4974,3.5122,3.256,3.354,9995872
1/22/2008,3.1279,3.4068,3.1279,3.3691,6137943
1/23/2008,3.4671,3.4897,3.2258,3.3314,15207348
1/24/2008,3.4595,3.6027,3.4143,3.4897,8414563
1/25/2008,3.5424,3.5651,3.354,3.4671,4791417
1/28/2008,3.4368,3.4522,3.3162,3.3162,3225397
1/29/2008,3.3917,3.4143,3.3389,3.3917,5443912
1/30/2008,3.3917,3.3917,3.2787,3.3162,6663818
1/31/2008,3.3314,3.3314,3.2107,3.2936,7523243
2/1/2008,3.3314,3.3389,3.2637,3.3011,6241245
2/4/2008,3.3465,3.4068,3.3239,3.3917,7746004
2/5/2008,3.3691,3.3993,3.2485,3.2787,3457776
2/6/2008,3.2258,3.3767,3.2185,3.3767,6563310
2/7/2008,3.354,3.4068,3.2787,3.3089,3909130
2/8/2008,3.3389,3.3691,3.2787,3.354,5227527
2/11/2008,3.3389,3.3691,3.3089,3.3314,5928703
2/12/2008,3.3691,3.4293,3.3314,3.4293,11917912
2/13/2008,3.4068,3.4974,3.3767,3.4671,7918843
2/14/2008,3.4974,3.4974,3.3389,3.3465,11533256
2/15/2008,3.354,3.3691,3.3162,3.3314,8485606
2/18/2008,3.3314,3.4218,3.3314,3.3842,4663237
2/19/2008,3.3842,3.3993,3.3389,3.3842,4456532
2/20/2008,3.3691,3.3767,3.2787,3.3691,3292844
2/21/2008,3.3011,3.3389,3.2485,3.2485,10929853
2/22/2008,3.256,3.3239,3.2409,3.2787,6070022
2/25/2008,3.3011,3.3314,3.256,3.3162,6029250
2/26/2008,3.3465,3.3465,3.2107,3.2409,5235455
2/27/2008,3.256,3.3239,3.2335,3.256,6734908
2/28/2008,3.3089,3.3842,3.3089,3.3389,9025374
2/29/2008,3.3239,3.3917,3.3089,3.3162,7747460
3/3/2008,3.2936,3.3314,3.2637,3.3162,4254436
3/4/2008,3.3162,3.3465,3.2258,3.3465,4549837
3/5/2008,3.3465,3.4293,3.2936,3.4293,4895009
3/6/2008,3.4068,3.4595,3.3616,3.4595,3282491
3/7/2008,3.4068,3.5725,3.3993,3.5047,10642635
3/10/2008,3.5047,3.761,3.4897,3.6932,10242019
3/11/2008,3.6781,3.7084,3.5424,3.5725,8296507
3/12/2008,3.6103,3.6328,3.5273,3.5952,6402729
3/13/2008,3.5651,3.5651,3.4293,3.4293,4650636
3/14/2008,3.4595,3.5651,3.3993,3.4444,5656435
3/17/2008,3.4143,3.4897,3.3389,3.4293,3346992
3/18/2008,3.4293,3.5803,3.354,3.5803,3012178
3/19/2008,3.5424,3.7084,3.4746,3.5952,4512051
3/20/2008,3.55,3.6554,3.3993,3.3993,7302577
3/25/2008,3.5273,3.6781,3.4897,3.5877,4889547
3/26/2008,3.5877,3.7084,3.5725,3.7084,2920078
3/27/2008,3.7159,3.746,3.6781,3.7384,3985751
3/28/2008,3.7084,3.776,3.5877,3.6554,3008244
3/31/2008,3.6255,3.6856,3.5877,3.6856,4864875
4/1/2008,3.6477,3.7536,3.6328,3.7084,5332755
4/2/2008,3.7159,3.7384,3.5122,3.5424,4267844
4/3/2008,3.55,3.5952,3.5199,3.5651,2679046
4/4/2008,3.5877,3.7309,3.5575,3.7309,4031743
4/7/2008,3.7233,3.8137,3.6255,3.6255,5615007
4/8/2008,3.6405,3.6856,3.6103,3.6477,3222200
4/9/2008,3.6179,3.7006,3.5651,3.5877,4065791
4/10/2008,3.5952,3.6477,3.5349,3.5424,2180079
4/11/2008,3.5803,3.5803,3.3239,3.3239,13769535
4/14/2008,3.354,3.3842,3.2485,3.2485,3393441
4/15/2008,3.2637,3.2862,3.1204,3.2485,6418460
4/16/2008,3.2862,3.2862,3.2033,3.2033,6965176
4/17/2008,3.2258,3.2258,3.1731,3.1882,3601310
4/18/2008,3.1882,3.2936,3.1656,3.2711,5300681
4/21/2008,3.3011,3.3314,3.256,3.256,3066368
4/22/2008,3.2485,3.2936,3.1656,3.2637,2007013
4/23/2008,3.2335,3.256,3.1731,3.2335,4778064
4/24/2008,3.2258,3.2711,3.1807,3.2637,5606340
4/25/2008,3.2787,3.3089,3.2258,3.2258,2353330
4/28/2008,3.2637,3.2787,3.1882,3.1958,3413712
4/29/2008,3.2107,3.2107,3.0149,3.0376,3757755
4/30/2008,3.0752,3.1504,3.0376,3.1504,5814501
5/5/2008,3.2409,3.2409,3.1807,3.2033,4781668
5/6/2008,3.2335,3.2409,3.1354,3.158,3451402
5/7/2008,3.1656,3.2107,3.1354,3.1656,6288493
5/8/2008,3.1656,3.1656,3.1279,3.1354,1947123
5/9/2008,3.1656,3.1656,3.1128,3.1128,4237998
5/12/2008,3.1504,3.1882,3.1354,3.1882,3082100
5/13/2008,3.2033,3.2033,3.158,3.1882,4251078
5/14/2008,3.2711,3.3767,3.2485,3.3691,24150048
5/15/2008,3.354,3.3691,3.3089,3.3314,12734343
5/16/2008,3.3465,3.3691,3.3089,3.3314,4083427
5/19/2008,3.3616,3.3616,3.2335,3.2787,4126756
5/20/2008,3.2711,3.2862,3.2335,3.2335,3834086
5/21/2008,3.2258,3.2787,3.1807,3.2787,2636708
5/23/2008,3.2258,3.2637,3.1882,3.2107,1686079
5/26/2008,3.2033,3.2258,3.1656,3.1656,1301305
5/27/2008,3.1656,3.1807,3.1279,3.1279,2547707
5/28/2008,3.1504,3.1731,3.0902,3.1053,2569205
5/29/2008,3.1354,3.1656,3.0449,3.0902,10212969
5/30/2008,3.0977,3.1204,3.0376,3.06,4358225
6/2/2008,3.0902,3.0902,3.03,3.0525,3465416
6/3/2008,3.0525,3.0752,3.0449,3.06,2212804
6/4/2008,3.06,3.06,2.962,2.962,4511364
6/5/2008,2.9771,3.0224,2.8941,2.9095,3566973
6/6/2008,2.947,2.9771,2.8791,2.9095,3992434
6/9/2008,2.9018,2.9771,2.7888,2.9771,5836495
6/10/2008,2.9394,2.9847,2.8717,2.8868,5564523
6/11/2008,2.8791,2.9169,2.8114,2.8264,2874419
6/12/2008,2.8038,2.8641,2.7737,2.8114,3666561
6/13/2008,2.7888,2.8114,2.721,2.721,6845699
6/16/2008,2.7509,2.7737,2.6379,2.6607,4752344
6/17/2008,2.6833,2.721,2.6531,2.6833,2646039
6/18/2008,2.6833,2.7661,2.5928,2.5928,8504661
6/19/2008,2.51,2.6682,2.51,2.6456,3234903
6/20/2008,2.6607,2.7586,2.6531,2.6531,7861595
6/23/2008,2.6607,2.7058,2.6305,2.6379,2487713
6/24/2008,2.6379,2.6682,2.6228,2.6682,2847706
6/25/2008,2.6531,2.6983,2.5627,2.6154,4176008
6/26/2008,2.6305,2.6379,2.5552,2.5777,2789667
6/27/2008,2.525,2.5851,2.51,2.5174,7672249
6/30/2008,2.5512,2.5752,2.4475,2.5113,3959686
7/1/2008,2.51,2.51,2.3818,2.3968,3439658
7/2/2008,2.3968,2.4345,2.3591,2.4044,5251774
7/3/2008,2.3668,2.427,2.3515,2.3818,7589395
7/4/2008,2.3968,2.3968,2.2762,2.3216,4555117
7/7/2008,2.3364,2.3364,2.2762,2.3063,4631278
7/8/2008,2.2611,2.3741,2.2611,2.3591,10930627
7/9/2008,2.3968,2.5475,2.3968,2.5325,16284155
7/10/2008,2.5113,2.599,2.4714,2.4953,6490104
7/11/2008,2.5272,2.5512,2.4157,2.4635,4532974
7/14/2008,2.4875,2.5033,2.3997,2.4395,4558608
7/15/2008,2.4193,2.4874,2.3968,2.4193,3812603
7/16/2008,2.4316,2.5033,2.4237,2.4875,10694619
7/17/2008,2.559,2.6308,2.5272,2.6228,10132656
7/18/2008,2.607,2.6947,2.583,2.6708,10440307
7/21/2008,2.6708,2.6947,2.6228,2.6228,4018743
7/22/2008,2.6228,2.6388,2.591,2.6228,5826091
7/23/2008,2.6787,2.7664,2.6787,2.7585,6908152
7/24/2008,2.7585,2.7903,2.7185,2.7185,5982400
7/25/2008,2.7106,2.862,2.6868,2.862,6503231
7/28/2008,2.862,2.91,2.7824,2.8302,6828340
7/29/2008,2.7984,2.8461,2.7744,2.8382,2716457
7/30/2008,2.8938,2.9896,2.878,2.9896,8857958
7/31/2008,2.9896,3.1173,2.926,3.1173,11082989
8/1/2008,3.0853,3.133,3.0055,3.0534,7962084
8/4/2008,3.0215,3.1092,3.0055,3.0853,5563301
8/5/2008,3.0853,3.1411,3.0773,3.0933,14026464
8/6/2008,3.1092,3.1173,2.8542,2.8542,16862162
8/7/2008,2.8144,2.9338,2.8144,2.8302,6290301
8/8/2008,2.8542,2.8938,2.8222,2.8302,2756574
8/11/2008,2.8699,2.8699,2.8302,2.8542,2927801
8/12/2008,2.8302,2.902,2.8302,2.8699,5525105
8/13/2008,2.8302,2.8302,2.7266,2.7744,8848678
8/14/2008,2.7744,2.7744,2.6708,2.7106,4793646
8/18/2008,2.7266,2.7266,2.6868,2.7185,2441971
8/19/2008,2.7106,2.7266,2.6629,2.6787,3696883
8/20/2008,2.6787,2.7504,2.6308,2.7504,5312776
8/21/2008,2.7185,2.8063,2.7106,2.7903,6581624
8/22/2008,2.7664,2.8302,2.7664,2.8302,3463314
8/25/2008,2.8461,2.8461,2.7664,2.7903,1259265
8/26/2008,2.7585,2.7824,2.7504,2.7504,1119544
8/27/2008,2.7504,2.7903,2.7026,2.7424,3741672
8/28/2008,2.7266,2.7424,2.6868,2.7345,6715317
8/29/2008,2.7824,2.7824,2.7266,2.7266,4532840
9/1/2008,2.6868,2.7266,2.6868,2.7106,1263612
9/2/2008,2.6947,2.8382,2.6947,2.7903,8994398
9/3/2008,2.7824,2.8222,2.7345,2.7424,4505099
9/4/2008,2.7824,2.7824,2.7585,2.7744,6507047
9/5/2008,2.7424,2.7504,2.6947,2.7185,8826072
9/8/2008,2.7266,2.7504,2.6708,2.6868,4702057
9/9/2008,2.6708,2.7106,2.591,2.591,3457212
9/10/2008,2.591,2.6149,2.4714,2.4714,7519815
9/11/2008,2.4953,2.5752,2.4875,2.5113,10290695
9/12/2008,2.5752,2.583,2.5113,2.5113,7449651
9/15/2008,2.4714,2.5113,2.4395,2.4714,9788668
9/16/2008,2.4157,2.4714,2.3997,2.4157,19966816
9/17/2008,2.4395,2.4555,2.3518,2.3758,13809691
9/18/2008,2.3599,2.4395,2.3599,2.4316,10709921
9/19/2008,2.4794,2.583,2.4395,2.583,10380912
9/22/2008,2.6228,2.6228,2.5113,2.599,6131001
9/23/2008,2.5433,2.5671,2.5113,2.5193,8398034
9/24/2008,2.5193,2.5512,2.5113,2.5352,2651836
9/25/2008,2.5193,2.6947,2.5193,2.6947,7249815
9/26/2008,2.6548,2.6708,2.6228,2.6708,4219334
9/29/2008,2.6548,2.6548,2.5193,2.5193,4241205
9/30/2008,2.3997,2.6308,2.3918,2.6149,7527728
10/1/2008,2.6308,2.6308,2.5671,2.6149,10142685
10/2/2008,2.6308,2.6548,2.5512,2.591,2368075
10/3/2008,2.5671,2.6548,2.5433,2.6149,3794113
10/6/2008,2.559,2.583,2.4794,2.583,3367131
10/7/2008,2.559,2.583,2.4555,2.5671,9921066
10/8/2008,2.4714,2.591,2.4555,2.591,12985560
10/9/2008,2.591,2.6149,2.5193,2.5352,4658832
10/10/2008,2.4714,2.4714,2.328,2.4237,16430979
10/13/2008,2.4475,2.5193,2.4316,2.4875,8221186
10/14/2008,2.607,2.7026,2.599,2.7026,10711236
10/15/2008,2.6308,2.6548,2.4794,2.5113,6725938
10/16/2008,2.3918,2.6308,2.3758,2.5671,7949777
10/17/2008,2.6308,2.6468,2.4395,2.4555,14235242
10/20/2008,2.5272,2.607,2.4714,2.5352,7439292
10/21/2008,2.607,2.6787,2.5352,2.6149,20661112
10/22/2008,2.5752,2.591,2.5113,2.5113,4618773
10/23/2008,2.5352,2.5752,2.4714,2.5433,9814023
10/24/2008,2.5033,2.6228,2.4714,2.6149,5737628
10/27/2008,2.5512,2.6149,2.5272,2.5352,6532409
10/28/2008,2.5752,2.607,2.4875,2.5193,9349946
10/29/2008,2.607,2.607,2.5433,2.607,6289686
10/30/2008,2.6149,2.6308,2.5433,2.6149,7722192
10/31/2008,2.5671,2.7345,2.5433,2.6308,10774481
11/3/2008,2.6468,2.7026,2.5752,2.591,4189447
11/4/2008,2.599,2.7504,2.591,2.7424,6174759
11/5/2008,2.7266,2.7984,2.6868,2.7984,7588963
11/6/2008,2.7504,2.8302,2.7106,2.7903,11847045
11/7/2008,2.7824,2.8382,2.7744,2.8302,8121017
11/10/2008,2.8542,2.902,2.7744,2.7903,3100998
11/12/2008,2.7664,2.8144,2.6149,2.8144,10534570
11/13/2008,2.607,2.862,2.599,2.7903,13689396
11/14/2008,2.8302,2.878,2.6947,2.7106,8253365
11/17/2008,2.7185,2.7664,2.591,2.6708,2842121
11/18/2008,2.6548,2.6548,2.5752,2.6388,11303225
11/19/2008,2.6468,2.7106,2.599,2.7106,8228266
11/20/2008,2.599,2.6868,2.5752,2.591,6404890
11/21/2008,2.6388,2.6947,2.5752,2.6548,4190804
11/24/2008,2.6787,2.8699,2.6548,2.8063,4574419
11/25/2008,2.8302,2.9338,2.7903,2.7903,16490414
11/26/2008,2.7903,2.91,2.7585,2.7903,12008932
11/27/2008,2.8461,2.878,2.7664,2.7903,4967129
11/28/2008,2.8144,2.8382,2.7585,2.8063,9406511
12/1/2008,2.8063,2.8063,2.7585,2.7903,7310142
12/2/2008,2.7424,2.8222,2.7345,2.7903,5653239
12/3/2008,2.8144,2.8222,2.7504,2.7744,2341358
12/4/2008,2.7903,2.8302,2.7504,2.7903,11465609
12/5/2008,2.7903,2.8144,2.7185,2.7585,7015856
12/8/2008,2.8144,2.8302,2.7903,2.7984,7251784
12/9/2008,2.7903,2.8144,2.7664,2.8144,4069638
12/10/2008,2.8144,2.8382,2.7585,2.8382,2838412
12/11/2008,2.7984,2.8382,2.7824,2.7824,5096793
12/12/2008,2.7585,2.7824,2.7185,2.7345,7721070
12/15/2008,2.7744,2.7984,2.7585,2.7903,4497380
12/16/2008,2.7744,2.8063,2.7504,2.7504,9141021
12/17/2008,2.8144,2.8144,2.7664,2.7903,6226448
12/18/2008,2.7903,2.8063,2.7585,2.7903,2998513
12/19/2008,2.7903,2.8063,2.7266,2.7664,9733387
12/22/2008,2.7824,2.7903,2.7185,2.7266,3006527
12/23/2008,2.7185,2.7744,2.7185,2.7664,3361085
12/29/2008,2.7504,2.8063,2.7504,2.8063,3520342
12/30/2008,2.8144,2.902,2.8063,2.886,6289244
12/31/2008,2.878,2.91,2.862,2.8699,3233620
1/5/2009,2.9419,2.9896,2.9419,2.9816,5009982
1/6/2009,2.9977,3.133,2.9816,3.0694,9681113
1/7/2009,3.0694,3.1252,3.0376,3.0853,13981521
1/8/2009,3.0694,3.133,3.0614,3.0694,24490056
1/9/2009,3.0933,3.0933,2.9497,2.9497,15895865
1/12/2009,2.9578,2.9977,2.9497,2.9896,3299643
1/13/2009,2.9657,3.0215,2.91,2.9896,4925328
1/14/2009,2.9896,3.1092,2.9896,2.9896,8054998
1/15/2009,2.9896,3.0215,2.8699,2.9419,9375570
1/16/2009,2.9497,2.9816,2.9179,2.9419,2208185
1/19/2009,2.9419,2.9578,2.8302,2.8542,2929882
1/20/2009,2.8542,2.9497,2.8302,2.9497,1676553
1/21/2009,2.9179,3.0215,2.902,3.0215,4910696
1/22/2009,3.0297,3.0773,2.9578,3.0215,5859166
1/23/2009,2.9896,3.0773,2.8699,3.0773,7748625
1/26/2009,3.0534,3.1411,2.9977,3.0853,4771564
1/27/2009,3.0853,3.1173,2.9578,2.9737,2909107
1/28/2009,3.0215,3.0773,2.9737,3.0055,3964462
1/29/2009,3.0297,3.0534,2.9578,2.9977,2119395
1/30/2009,2.9977,3.0853,2.9816,3.0297,3723249
2/2/2009,3.0614,3.0614,2.9896,3.0135,2937738
2/3/2009,3.0135,3.0933,2.9497,2.9896,9805165
2/4/2009,3.0055,3.0055,2.9497,2.9816,18633154
2/5/2009,2.9896,2.9896,2.902,2.9419,9089776
2/6/2009,2.9338,2.9419,2.7026,2.7664,35246018
2/9/2009,2.7984,2.8302,2.7585,2.7984,7366851
2/10/2009,2.7984,2.8144,2.7585,2.7984,2971601
2/11/2009,2.7824,2.8063,2.7424,2.7824,2681570
2/12/2009,2.7824,2.7824,2.7185,2.7744,3044257
2/13/2009,2.7664,2.7664,2.7106,2.7424,1569283
2/16/2009,2.7345,2.7424,2.6228,2.6388,4663105
2/17/2009,2.6308,2.6308,2.559,2.583,9636144
2/18/2009,2.5752,2.6708,2.4157,2.6708,11879529
2/19/2009,2.6708,2.7345,2.6388,2.7266,4282175
2/20/2009,2.6468,2.7585,2.607,2.7106,3186355
2/23/2009,2.7744,2.7984,2.6308,2.6308,4630048
2/24/2009,2.607,2.7504,2.5752,2.7266,3871805
2/25/2009,2.7345,2.886,2.7185,2.7185,4122200
2/26/2009,2.7585,2.8938,2.7345,2.8222,3212006
2/27/2009,2.8063,2.9338,2.7504,2.7504,5833713
3/2/2009,2.6787,2.7824,2.6629,2.7824,4854591
3/3/2009,2.7424,2.8222,2.7185,2.8222,4091037
3/4/2009,2.8302,2.8461,2.7664,2.7824,4902119
3/5/2009,2.862,2.862,2.7744,2.7903,4850073
3/6/2009,2.7585,2.8382,2.7424,2.8302,2340552
3/9/2009,2.8222,2.8542,2.7744,2.7903,2215090
3/10/2009,2.7744,2.8382,2.7266,2.7266,5505946
3/11/2009,2.7585,2.7664,2.7266,2.7504,3454148
3/12/2009,2.7504,2.7903,2.7106,2.7664,2637985
3/13/2009,2.7744,2.8063,2.6868,2.6868,4847118
3/16/2009,2.7106,2.7266,2.6548,2.7106,4547732
3/17/2009,2.7026,2.7266,2.591,2.6388,7802057
3/18/2009,2.6548,2.6947,2.599,2.6548,7665692
3/19/2009,2.6787,2.7744,2.6708,2.7585,3855124
3/20/2009,2.7744,2.8302,2.7504,2.8144,4801175
3/23/2009,2.7744,2.8222,2.7345,2.7345,3401407
3/24/2009,2.7664,2.7664,2.7266,2.7504,4572940
3/25/2009,2.7504,2.8302,2.7266,2.8302,7498218
3/26/2009,2.7984,2.8302,2.7664,2.8063,7294263
3/27/2009,2.8222,2.8222,2.7185,2.7984,6290011
3/30/2009,2.7903,2.8063,2.7585,2.7984,5949877
3/31/2009,2.8063,2.8144,2.6868,2.6868,22507943
4/1/2009,2.7106,2.7185,2.6468,2.6468,5591962
4/2/2009,2.7026,2.7585,2.6787,2.7345,9017091
4/3/2009,2.7106,2.8222,2.7106,2.8144,8537560
4/6/2009,2.8144,2.8302,2.6947,2.7585,5418062
4/7/2009,2.7504,2.7664,2.6708,2.6708,4191208
4/8/2009,2.6708,2.7903,2.6629,2.7504,4598827
4/9/2009,2.7903,2.7984,2.7185,2.7984,5699070
4/14/2009,2.7585,2.7824,2.7106,2.7106,6230379
4/15/2009,2.7504,2.7664,2.7106,2.7345,8087882
4/16/2009,2.7504,2.7903,2.7345,2.7903,7889570
4/17/2009,2.7664,2.8302,2.7664,2.8063,8155318
4/20/2009,2.8144,2.91,2.7984,2.878,4252840
4/21/2009,2.8542,2.902,2.8144,2.862,4317004
4/22/2009,2.8461,2.926,2.8461,2.926,4368245
4/23/2009,2.9179,2.9497,2.902,2.9338,2948394
4/24/2009,2.926,3.0135,2.926,2.9896,4365872
4/27/2009,2.9497,3.0135,2.9497,2.9737,2476961
4/28/2009,2.926,2.9497,2.8382,2.9419,2857555
4/29/2009,2.9419,3.0534,2.9419,3.0135,5191002
4/30/2009,3.0614,3.1173,3.0455,3.0694,8302379
5/4/2009,3.1173,3.189,3.0455,3.1092,6048134
5/5/2009,3.1411,3.2447,3.0694,3.1173,6398672
5/6/2009,3.1012,3.1492,3.0694,3.0933,5924551
5/7/2009,3.1252,3.1411,3.0534,3.0694,3949734
5/8/2009,3.1012,3.1092,3.0297,3.0694,5012538
5/11/2009,3.1092,3.1252,2.9896,3.0376,3868864
5/12/2009,3.0455,3.0694,2.9737,3.0694,8891550
5/13/2009,3.0614,3.0614,3.0055,3.0455,2064108
5/14/2009,3.0455,3.0773,2.9977,3.0215,5516813
5/15/2009,3.0376,3.0694,2.9578,3.0215,3845359
5/18/2009,3.0455,3.0534,2.9737,3.0455,3400257
5/19/2009,3.0455,3.1012,2.9497,2.9977,5523648
5/20/2009,2.9977,3.1012,2.9977,3.1012,8627209
5/21/2009,3.0534,3.1252,3.0297,3.0853,5461355
5/22/2009,3.0376,3.0853,3.0376,3.0694,3670743
